text,cleaned_text,category,label,urgency
need assistance checking the termiation fee,need assistance checking termiation fee,complaint,0,low
i need help seeing the withdrawal fee,need help seeing withdrawal fee,complaint,0,medium
where to see the cancellation fee,see cancellation fee,complaint,0,low
I need help to check the early termination fee,need help check early termination fee,complaint,0,medium
check the early termination penalties,check early termination penalty,complaint,0,low
how can I checkthe cancellation charges?,checkthe cancellation charge,complaint,0,low
i want assistance checking the termination penalty,want assistance checking termination penalty,complaint,0,low
I need help seeing the early termination fee,need help seeing early termination fee,complaint,0,medium
can i see the cancellation fees,see cancellation fee,complaint,0,low
i need help checking the termination fee,need help checking termination fee,complaint,0,medium
are there early termination penalties,early termination penalty,complaint,0,low
can you help me to check the early exit fees?,help check early exit fee,complaint,0,medium
how can I check the early termination penalties?,check early termination penalty,complaint,0,low
can you help me seeing the cancellation charges?,help seeing cancellation charge,complaint,0,medium
i dont know what i have to do to see the termination charges,dont know see termination charge,complaint,0,low
I need assistance to see the withdrawal fees,need assistance see withdrawal fee,complaint,0,low
i need assistance seeing the early termination fees,need assistance seeing early termination fee,complaint,0,low
I have got to see the early exit penalpties,got see early exit penalpties,complaint,0,low
i need assistance checking the damn cancellation charge,need assistance checking damn cancellation charge,complaint,0,low
how can i ese the cancellation penalties,ese cancellation penalty,complaint,0,low
I don't know how to see the withdrawal charge,dont know see withdrawal charge,complaint,0,low
can ya help me checking the cancellation charges,ya help checking cancellation charge,complaint,0,medium
I don't know how I can check the withdrawal fees,dont know check withdrawal fee,complaint,0,low
I do not know how I can see the withdrawal fee,know see withdrawal fee,complaint,0,low
i dont know what to do to see the termination penalty,dont know see termination penalty,complaint,0,low
"I cannot find the withdrawal penalty, I need help",cannot find withdrawal penalty need help,complaint,0,medium
what do I have to do to check the early exit fee ?,check early exit fee,complaint,0,low
I cannot find the early termination charge,cannot find early termination charge,complaint,0,low
is it possible to check the early termination charges,possible check early termination charge,complaint,0,low
i dont know how to check the cancellation charge,dont know check cancellation charge,complaint,0,low
i need help seeing the early termination charge,need help seeing early termination charge,complaint,0,medium
I need help seeing the cancellation penalty,need help seeing cancellation penalty,complaint,0,medium
I don't know how I can check the cancellation charge,dont know check cancellation charge,complaint,0,low
I cannot find the termination charge,cannot find termination charge,complaint,0,low
can you help me checking the bloody cancellation penalty?,help checking bloody cancellation penalty,complaint,0,medium
need to check the withdrawal charge,need check withdrawal charge,complaint,0,low
could I check the termination fee?,could check termination fee,complaint,0,low
assistance seeing the termination charge,assistance seeing termination charge,complaint,0,low
assistance checking the goddamn termination penalties,assistance checking goddamn termination penalty,complaint,0,low
help checking the early termination penalty,help checking early termination penalty,complaint,0,medium
where do i check the withdrawal fees,check withdrawal fee,complaint,0,low
I want to check the early termination penalty,want check early termination penalty,complaint,0,low
I need help seeing the early termination fees,need help seeing early termination fee,complaint,0,medium
can you help me check the early exit penalties?,help check early exit penalty,complaint,0,medium
seeing termination penalties,seeing termination penalty,complaint,0,low
where can I see the temrination fees?,see temrination fee,complaint,0,low
I need help to see the early exit charge,need help see early exit charge,complaint,0,medium
can you help me check the termination penalty?,help check termination penalty,complaint,0,medium
"I want to see the withdrawal fee, can I get some help?",want see withdrawal fee get help,complaint,0,medium
how to see the withdrawal fee?,see withdrawal fee,complaint,0,low
how can I check the withdrawal penalty?,check withdrawal penalty,complaint,0,low
i try to check the termination epnalties,try check termination epnalties,complaint,0,low
where can I check the cancellation penalties?,check cancellation penalty,complaint,0,low
want help seeing thecancellation fees,want help seeing thecancellation fee,complaint,0,medium
I can't find the cancellation charges,cant find cancellation charge,complaint,0,low
where to check the termination fee?,check termination fee,complaint,0,low
i dont know how to see the termination charge,dont know see termination charge,complaint,0,low
help em checking the withdrawal fees,help em checking withdrawal fee,complaint,0,medium
"I have to check the termination fee, how can I do it?",check termination fee,complaint,0,low
want help to see the withdrawal charges,want help see withdrawal charge,complaint,0,medium
I don't know how I can see the early exit penalties,dont know see early exit penalty,complaint,0,low
termination charges,termination charge,complaint,0,low
I don't know how to see the early termination charges,dont know see early termination charge,complaint,0,low
i want assistance to check the termination penalty,want assistance check termination penalty,complaint,0,low
can I see the withdrawal charges?,see withdrawal charge,complaint,0,low
I need assistance to see the cancellation  penalty,need assistance see cancellation penalty,complaint,0,low
what is the fee for cancelling the contract?,fee cancelling contract,complaint,0,low
how to see the early termination penalties?,see early termination penalty,complaint,0,low
I want help seeing the cancellation charge,want help seeing cancellation charge,complaint,0,medium
I don't know what I have to do to see the early exit charge,dont know see early exit charge,complaint,0,low
i do not know how i can see the cancellation charge,know see cancellation charge,complaint,0,low
termination fees,termination fee,complaint,0,low
want assistance to check the early exit fee,want assistance check early exit fee,complaint,0,low
help seeing the fucking cancellation charges,help seeing fucking cancellation charge,complaint,0,medium
need to see hte goddamn early exit penalty how to do it,need see hte goddamn early exit penalty,complaint,0,low
where to see hte termination penalties,see hte termination penalty,complaint,0,low
can you help me checking the early exit fee?,help checking early exit fee,complaint,0,medium
what do i have to do to see the cancellation penalty,see cancellation penalty,complaint,0,low
is it possible to see the termination fees,possible see termination fee,complaint,0,low
what do I need t do to check the cancellation charges?,need check cancellation charge,complaint,0,low
assistance to check the termination fee,assistance check termination fee,complaint,0,low
I don't know how to check the cancellation penalty,dont know check cancellation penalty,complaint,0,low
check the cancellation penalties,check cancellation penalty,complaint,0,low
i want assistance seeing the withdrawal penalties,want assistance seeing withdrawal penalty,complaint,0,low
i need assistance to see the early termination penalty,need assistance see early termination penalty,complaint,0,low
can you help me seeing the withdrawal penalty?,help seeing withdrawal penalty,complaint,0,medium
I need assistnce seeing the termination penalty,need assistnce seeing termination penalty,complaint,0,low
"I want to see the cancellation fees, I need assistance",want see cancellation fee need assistance,complaint,0,low
i dont know how i can check the termination penalties,dont know check termination penalty,complaint,0,low
I have got to see the cancellation charge,got see cancellation charge,complaint,0,low
withrdawal penalty,withrdawal penalty,complaint,0,low
where can I see the withdrawal penalty?,see withdrawal penalty,complaint,0,low
can you help me checking the early exit charges?,help checking early exit charge,complaint,0,medium
see early termination charges,see early termination charge,complaint,0,low
how do i see the termination penalty,see termination penalty,complaint,0,low
can you help me to see the cancellation penalty?,help see cancellation penalty,complaint,0,medium
I do not know how I can check theearly exit penalty,know check theearly exit penalty,complaint,0,low
how could I check the goddamn termination fee?,could check goddamn termination fee,complaint,0,low
I want assistance checking the early termination fee,want assistance checking early termination fee,complaint,0,low
I cannot find the early exit charge,cannot find early exit charge,complaint,0,low
cancellation penalty,cancellation penalty,complaint,0,low
can uhelp me to see te early exit charges,uhelp see te early exit charge,complaint,0,medium
"I cannot find the early termination fee, I need help",cannot find early termination fee need help,complaint,0,medium
where to check the withdrawal penalty?,check withdrawal penalty,complaint,0,low
I can't find the damn cancellation penalty,cant find damn cancellation penalty,complaint,0,low
I want assistance seeing the withdrawal penalty,want assistance seeing withdrawal penalty,complaint,0,low
could you help me see the early termination charges?,could help see early termination charge,complaint,0,medium
want assistance to see the terminatoin charges,want assistance see terminatoin charge,complaint,0,low
i need assistance to check the early terminaion charge,need assistance check early terminaion charge,complaint,0,low
can uhelp me seeing the withdrawal charge,uhelp seeing withdrawal charge,complaint,0,medium
seeing termination charge,seeing termination charge,complaint,0,low
where do i check the withdrawal charges,check withdrawal charge,complaint,0,low
I need help seeing the termination charges,need help seeing termination charge,complaint,0,medium
what do I have to do to see the cancellation charges?,see cancellation charge,complaint,0,low
where do I check the termination fees?,check termination fee,complaint,0,low
where do I check the early termination charges?,check early termination charge,complaint,0,low
I don't kow how to see the withdrawal penalty,dont kow see withdrawal penalty,complaint,0,low
I don't know how to see the cancellation penalties,dont know see cancellation penalty,complaint,0,low
can you help me to see the early exit charge?,help see early exit charge,complaint,0,medium
how much will ya charge me if i cancel the contract,much ya charge cancel contract,complaint,0,low
i have got to check the early exit fee can uhelp me,got check early exit fee uhelp,complaint,0,medium
I need assistance to check the goddamn withdrawal charge,need assistance check goddamn withdrawal charge,complaint,0,low
"I want to see the withdrawal charge, I need help",want see withdrawal charge need help,complaint,0,medium
"I want to see the cancellation penalty, help me",want see cancellation penalty help,complaint,0,medium
show me the withdrawal penalties,show withdrawal penalty,complaint,0,low
I want help to see the withdrawal penalty,want help see withdrawal penalty,complaint,0,medium
help me check the early termination penalty,help check early termination penalty,complaint,0,medium
I'm trying to see the cancellation fee,im trying see cancellation fee,complaint,0,low
"I want to check the early exit fee, could you help me?",want check early exit fee could help,complaint,0,medium
"I have to check the early exit charge, how can I do it?",check early exit charge,complaint,0,low
ned help to see the early termination penalties,ned help see early termination penalty,complaint,0,medium
I have to see the withdrawal efe,see withdrawal efe,complaint,0,low
I need assistance seeing the early exit fee,need assistance seeing early exit fee,complaint,0,low
how to check the fucking early termination charge?,check fucking early termination charge,complaint,0,low
can you help me to see the withdrawal fees?,help see withdrawal fee,complaint,0,medium
want help seeing the withdrawal charge,want help seeing withdrawal charge,complaint,0,medium
assistance checking the cancellation charges,assistance checking cancellation charge,complaint,0,low
I want assistance seeing the cancellation charge,want assistance seeing cancellation charge,complaint,0,low
I do not know what to do to check the cancellation charges,know check cancellation charge,complaint,0,low
"I need to see the cancellation fee, can you help me?",need see cancellation fee help,complaint,0,medium
I don't know how I can check the withdrawal penalty,dont know check withdrawal penalty,complaint,0,low
I want to see the cancellation penalty,want see cancellation penalty,complaint,0,low
I need help seeing the cancellation fee,need help seeing cancellation fee,complaint,0,medium
want help checking the early exit fee,want help checking early exit fee,complaint,0,medium
can uhelp me to see the withdrawal fee,uhelp see withdrawal fee,complaint,0,medium
would it be possible to see the early exit penalty?,would possible see early exit penalty,complaint,0,low
could you help me check the termination penalty?,could help check termination penalty,complaint,0,medium
I don't know what to do to check the early exit fee,dont know check early exit fee,complaint,0,low
where do I check the early termination charge?,check early termination charge,complaint,0,low
I need to see the cancellation fees,need see cancellation fee,complaint,0,low
what do i need to do to see the termination fee,need see termination fee,complaint,0,low
I have to see the early exit fee,see early exit fee,complaint,0,low
where to see the termination charges,see termination charge,complaint,0,low
can you help me see the withdrawal penalties?,help see withdrawal penalty,complaint,0,medium
Ineed assistance to see the withdrawal charges,ineed assistance see withdrawal charge,complaint,0,low
hwat do I have to do to see the early termination charges?,hwat see early termination charge,complaint,0,low
I need to see the withdrawal fees,need see withdrawal fee,complaint,0,low
i have got to check the cvancellation penalty how to do it,got check cvancellation penalty,complaint,0,low
I have to see the withdrawal penalties,see withdrawal penalty,complaint,0,low
I don't know how to check the early termination penalty,dont know check early termination penalty,complaint,0,low
I don't know how I can check the withdrawal charge,dont know check withdrawal charge,complaint,0,low
I czn't find the early termination penalties,cznt find early termination penalty,complaint,0,low
help me to check the withdrawal penalties,help check withdrawal penalty,complaint,0,medium
where can I see the cancellation charge?,see cancellation charge,complaint,0,low
"I can't find the cancellation fees, will you help me?",cant find cancellation fee help,complaint,0,medium
"I want to see the early exit penalty, how can I do it?",want see early exit penalty,complaint,0,low
I need assistance checkng the early exit penalties,need assistance checkng early exit penalty,complaint,0,low
see the withdrawal penalties,see withdrawal penalty,complaint,0,low
where can I check the withdrawal charge?,check withdrawal charge,complaint,0,low
I need help checking th cancellation fees,need help checking th cancellation fee,complaint,0,medium
helpme seeing the early exit fee,helpme seeing early exit fee,complaint,0,medium
"I have got to check the withdrawal charges, help me",got check withdrawal charge help,complaint,0,medium
help me checking the withdrawal fees,help checking withdrawal fee,complaint,0,medium
where could I check the goddamn cancellation charge?,could check goddamn cancellation charge,complaint,0,low
want helpp checking the termination penalties,want helpp checking termination penalty,complaint,0,medium
I do not know what to do to check the bloody withdrawal fee,know check bloody withdrawal fee,complaint,0,low
can you help me checking the cancellation fees?,help checking cancellation fee,complaint,0,medium
help me to check the early exit few,help check early exit,complaint,0,medium
I don't know how I could check the early termination charges,dont know could check early termination charge,complaint,0,low
I need help checking the withdrawal fee,need help checking withdrawal fee,complaint,0,medium
where do i check the cancellation penalty,check cancellation penalty,complaint,0,low
need help seeing the fucking withdrawal charge,need help seeing fucking withdrawal charge,complaint,0,medium
I do not know what I have to do to see the termination fee,know see termination fee,complaint,0,low
i cant find the bloody early exit fee could yahelp me,cant find bloody early exit fee could yahelp,complaint,0,medium
help me see the damn early exit fee,help see damn early exit fee,complaint,0,medium
will you show me the termination charge?,show termination charge,complaint,0,low
I am trying to check the fucking early exit charge,trying check fucking early exit charge,complaint,0,low
I do not know what I need to do to check the withdrawal fees,know need check withdrawal fee,complaint,0,low
I need help seeing hte early exit charge,need help seeing hte early exit charge,complaint,0,medium
what are the cancelation fees?,cancelation fee,complaint,0,low
help checking the early exit charges,help checking early exit charge,complaint,0,medium
I do not know how to see the early termination penalty,know see early termination penalty,complaint,0,low
i need help to see the early termination charge,need help see early termination charge,complaint,0,medium
i want help to see the early termination charge,want help see early termination charge,complaint,0,medium
i dont know what to do tyo see the withdrawal fees,dont know tyo see withdrawal fee,complaint,0,low
i dont know how i can check the cancellation fee,dont know check cancellation fee,complaint,0,low
i want assistance seeing the early exit charges,want assistance seeing early exit charge,complaint,0,low
I do not know what to do to check the early exit fee,know check early exit fee,complaint,0,low
where to see the withdrawal fee?,see withdrawal fee,complaint,0,low
help seeing the withdrawal fee,help seeing withdrawal fee,complaint,0,medium
how do I see the withdrawal charge?,see withdrawal charge,complaint,0,low
I don't know what I have to do to see the cancellation fees,dont know see cancellation fee,complaint,0,low
can I see the bloody withdrawal penalties?,see bloody withdrawal penalty,complaint,0,low
i need assistance seeing the early exit charge,need assistance seeing early exit charge,complaint,0,low
help seeing the termination penalty,help seeing termination penalty,complaint,0,medium
assistance seeing the early exit charges,assistance seeing early exit charge,complaint,0,low
I need help checking the early termination penalties,need help checking early termination penalty,complaint,0,medium
"I want to see the termination fees, can you help me?",want see termination fee help,complaint,0,medium
I do not know how I can see the termination fee,know see termination fee,complaint,0,low
I don't know how I could see the early termination penalties,dont know could see early termination penalty,complaint,0,low
i try to see the early exit penalty,try see early exit penalty,complaint,0,low
I do not know what to do to check the termination fees,know check termination fee,complaint,0,low
i do not know how i can see the early exit penalties,know see early exit penalty,complaint,0,low
i do not know how i can checkj the termination penalties,know checkj termination penalty,complaint,0,low
need to check the withdrawal penalty will uhelp me,need check withdrawal penalty uhelp,complaint,0,medium
I need assistance to check the early exit penalty,need assistance check early exit penalty,complaint,0,low
could you help me to see the withdrawal charges?,could help see withdrawal charge,complaint,0,medium
need assistance checking the early termination fee,need assistance checking early termination fee,complaint,0,low
want help ot check the withdrawal charge,want help ot check withdrawal charge,complaint,0,medium
i want assistance seeing the cancellation charge,want assistance seeing cancellation charge,complaint,0,low
I do not know how to see the termination fees,know see termination fee,complaint,0,low
see the early exit charges,see early exit charge,complaint,0,low
how can I check the termination charge?,check termination charge,complaint,0,low
want assistance checking the temrination charge,want assistance checking temrination charge,complaint,0,low
I have  got to see the termination charges,got see termination charge,complaint,0,low
how to see the early termination  fees?,see early termination fee,complaint,0,low
where do I seed the early exit charge?,seed early exit charge,complaint,0,low
"I have to check the early exit fee, I need assistance",check early exit fee need assistance,complaint,0,low
I want help to see the termination penalty,want help see termination penalty,complaint,0,medium
I want help to check the termnation fees,want help check termnation fee,complaint,0,medium
i want help checking the early exit penalty,want help checking early exit penalty,complaint,0,medium
show cancellation penalties,show cancellation penalty,complaint,0,low
"I need to check the termination charge, how to do it?",need check termination charge,complaint,0,low
I need to check the cancellation charge,need check cancellation charge,complaint,0,low
I want assistance checking the early termination fees,want assistance checking early termination fee,complaint,0,low
I do not know how to see the early termination charge,know see early termination charge,complaint,0,low
help to check the early exit fee,help check early exit fee,complaint,0,medium
I want help seeing the withdrawal charges,want help seeing withdrawal charge,complaint,0,medium
i have got to see the early termination charges,got see early termination charge,complaint,0,low
help checking the termmination fees,help checking termmination fee,complaint,0,medium
help seeing the early termination fees,help seeing early termination fee,complaint,0,medium
are there early termination fees?,early termination fee,complaint,0,low
how do I see the withdrawal charges?,see withdrawal charge,complaint,0,low
"I have to see the early exit charge, how do I do it?",see early exit charge,complaint,0,low
i do not know what to do to check the termination penalty,know check termination penalty,complaint,0,low
wanna check the iwthdrawal penalty,wanna check iwthdrawal penalty,complaint,0,low
i need assistance to check the cancellation penalty,need assistance check cancellation penalty,complaint,0,low
i do not know what i have to do to see the early exit fees,know see early exit fee,complaint,0,low
I do not know how to check the withdrawal charges,know check withdrawal charge,complaint,0,low
I need help seeing the termination fees,need help seeing termination fee,complaint,0,medium
how can i see the early termination penalties,see early termination penalty,complaint,0,low
where can i check the early exit charges,check early exit charge,complaint,0,low
i have to see the early exit chrge can i get some help,see early exit chrge get help,complaint,0,medium
how could I check the early exit penalties?,could check early exit penalty,complaint,0,low
i need assistance seeing the cancellation  charge,need assistance seeing cancellation charge,complaint,0,low
what do i needto do to see the early termination fee,needto see early termination fee,complaint,0,low
i cannot find the early exit fee,cannot find early exit fee,complaint,0,low
how do i see the early exit charges,see early exit charge,complaint,0,low
how much will you charge me for canceling the contract?,much charge canceling contract,complaint,0,low
I have to check the withdrawal fee,check withdrawal fee,complaint,0,low
"I need to see the early termination charges, how to do it?",need see early termination charge,complaint,0,low
I need assistance to see the termination charges,need assistance see termination charge,complaint,0,low
I need assistance checking the cancellation charges,need assistance checking cancellation charge,complaint,0,low
i need help seeing the cancellation charges,need help seeing cancellation charge,complaint,0,medium
I am trying to check the termination penalty,trying check termination penalty,complaint,0,low
i try to check the termination charges,try check termination charge,complaint,0,low
i need help to see the cancellation charges,need help see cancellation charge,complaint,0,medium
I need help to check the early exit penalty,need help check early exit penalty,complaint,0,medium
where do i see the termination penalties,see termination penalty,complaint,0,low
can you help me checking the termination charges?,help checking termination charge,complaint,0,medium
can I see the early exit charge?,see early exit charge,complaint,0,low
i need assistance checking the termination fee,need assistance checking termination fee,complaint,0,low
I don't know how I could see the erly exit penalty,dont know could see erly exit penalty,complaint,0,low
can i check the termination fee,check termination fee,complaint,0,low
I'm trying to check  the termination fee,im trying check termination fee,complaint,0,low
can I see the early termination fee?,see early termination fee,complaint,0,low
ened assistance to see the termination penalties,ened assistance see termination penalty,complaint,0,low
I am  trying to check the early exit fees,trying check early exit fee,complaint,0,low
I need assistance to check the early termination fee,need assistance check early termination fee,complaint,0,low
I can't find the early terminatuon penalty,cant find early terminatuon penalty,complaint,0,low
i dont know how i can see the termination penalties,dont know see termination penalty,complaint,0,low
"I have got to see the cancellation charge, can you help me?",got see cancellation charge help,complaint,0,medium
"I have to see the cancellation charges, help me",see cancellation charge help,complaint,0,medium
I want help checking the withdrawal penalty,want help checking withdrawal penalty,complaint,0,medium
i need assistance checking the early termintaion fees,need assistance checking early termintaion fee,complaint,0,low
is it possible to see the witdrawal penalties,possible see witdrawal penalty,complaint,0,low
how could i check the cancellation ccharges,could check cancellation ccharges,complaint,0,low
i have to check the cancellation penalty,check cancellation penalty,complaint,0,low
"I want to check the withdrawal charges, how to do it?",want check withdrawal charge,complaint,0,low
help me seeing the early termination penalties,help seeing early termination penalty,complaint,0,medium
help me checking the cancellation charge,help checking cancellation charge,complaint,0,medium
want assistance checking the cancellation fees,want assistance checking cancellation fee,complaint,0,low
need to check the early exit fees,need check early exit fee,complaint,0,low
I have got to check the withdrawal charge,got check withdrawal charge,complaint,0,low
"I can't find the withdrawal penalty, I need help",cant find withdrawal penalty need help,complaint,0,medium
show early termination ppenalties,show early termination ppenalties,complaint,0,low
assistance checkingthe termination fees,assistance checkingthe termination fee,complaint,0,low
I need to see the early exit penalties,need see early exit penalty,complaint,0,low
"I need to see the withdrawal fee, how to do it?",need see withdrawal fee,complaint,0,low
help me seeing the withdrawal penalty,help seeing withdrawal penalty,complaint,0,medium
help me to check the termination charges,help check termination charge,complaint,0,medium
help to see the early exit fee,help see early exit fee,complaint,0,medium
can you show me the withdrawal charge?,show withdrawal charge,complaint,0,low
wanna see the withdrawal charges how can i do it,wanna see withdrawal charge,complaint,0,low
is it possible to se the cancellation fee?,possible se cancellation fee,complaint,0,low
I have got to see the early exit fee,got see early exit fee,complaint,0,low
how can i check the withdrawal penalty,check withdrawal penalty,complaint,0,low
want help seeing the early termination fee,want help seeing early termination fee,complaint,0,medium
I want help to check the early termination fees,want help check early termination fee,complaint,0,medium
I want help to see the cancellation penalty,want help see cancellation penalty,complaint,0,medium
where do i see the cancellation penalties,see cancellation penalty,complaint,0,low
can you help me seeing the cancellation charge?,help seeing cancellation charge,complaint,0,medium
check withdrawal charge,check withdrawal charge,complaint,0,low
I don't know how I could see the cancellation fees,dont know could see cancellation fee,complaint,0,low
I need to check the termination charge,need check termination charge,complaint,0,low
"I want to see the early exit charge, how can I do it?",want see early exit charge,complaint,0,low
assistance to see the termination charge,assistance see termination charge,complaint,0,low
can ushow me the early exit charge,ushow early exit charge,complaint,0,low
assistance to see the goddamn termination penalty,assistance see goddamn termination penalty,complaint,0,low
can you help me checking the cancellation charge?,help checking cancellation charge,complaint,0,medium
"I have to see the early termination charge, can you help me?",see early termination charge help,complaint,0,medium
hoe can i check the withdrawal penalties,hoe check withdrawal penalty,complaint,0,low
can ya help me see the early termination fee,ya help see early termination fee,complaint,0,medium
i dont know how i can check the cancellation penalty,dont know check cancellation penalty,complaint,0,low
i want help to see the termination charges,want help see termination charge,complaint,0,medium
I don't know how I can chek the early exit charge,dont know chek early exit charge,complaint,0,low
can I see the termination charges?,see termination charge,complaint,0,low
i cannot find the cancellation fees,cannot find cancellation fee,complaint,0,low
can you help me checking the early exit fees?,help checking early exit fee,complaint,0,medium
I need assistance checking the early exit charges,need assistance checking early exit charge,complaint,0,low
I'd like to see the withdrwaal fee how can i do it,id like see withdrwaal fee,complaint,0,low
I do not know how I can check the cancellation charges,know check cancellation charge,complaint,0,low
can you show me the withdrawal fee?,show withdrawal fee,complaint,0,low
could you help me to see the early exit fees?,could help see early exit fee,complaint,0,medium
I need assistance seeing the early termination penalties,need assistance seeing early termination penalty,complaint,0,low
I'm trying to se the withdrawal fees,im trying se withdrawal fee,complaint,0,low
how to check the early termination penalty?,check early termination penalty,complaint,0,low
assistance seeing the early termination charges,assistance seeing early termination charge,complaint,0,low
"I want to see the cancellation charges, help me",want see cancellation charge help,complaint,0,medium
assistance to see the withdrawal fees,assistance see withdrawal fee,complaint,0,low
I don't know how to check the early termination penalties,dont know check early termination penalty,complaint,0,low
i dont know how to see the early termination penalty,dont know see early termination penalty,complaint,0,low
assistance checking the withdrawal penalty,assistance checking withdrawal penalty,complaint,0,low
is it possible to check the early termination charge?,possible check early termination charge,complaint,0,low
check cancellation charges,check cancellation charge,complaint,0,low
can you show me the early termination fee?,show early termination fee,complaint,0,low
i do not know how to check the withdrawal charge,know check withdrawal charge,complaint,0,low
where can i see the ealry exit charge,see ealry exit charge,complaint,0,low
I need assistance to see the early exit fee,need assistance see early exit fee,complaint,0,low
need help seeing the early exig fee,need help seeing early exig fee,complaint,0,medium
i have to check the termination charges how to do it,check termination charge,complaint,0,low
i need help seeing the cancellation charge,need help seeing cancellation charge,complaint,0,medium
I have to see the early exit penalties,see early exit penalty,complaint,0,low
can i check theearly exit penalty,check theearly exit penalty,complaint,0,low
I need to ese the early exit fee,need ese early exit fee,complaint,0,low
I want assistance seeing the withdrawal fee,want assistance seeing withdrawal fee,complaint,0,low
I have to check the termination penalties,check termination penalty,complaint,0,low
what do I need to do to check the withdrawal fees?,need check withdrawal fee,complaint,0,low
where do i see the early termination fees,see early termination fee,complaint,0,low
where do I check the cancellation penalties ?,check cancellation penalty,complaint,0,low
"I have to see the cancellation penalties, how do I do it?",see cancellation penalty,complaint,0,low
can i see the cancellation charges,see cancellation charge,complaint,0,low
what do I have to do to see the early exit charge?,see early exit charge,complaint,0,low
see the early termination charge,see early termination charge,complaint,0,low
is it possible to check the withdrawal penalty?,possible check withdrawal penalty,complaint,0,low
"I have to see the withdrawal penalties, help me",see withdrawal penalty help,complaint,0,medium
I need help checking the early exit fee,need help checking early exit fee,complaint,0,medium
I need to check the withdrawal charges,need check withdrawal charge,complaint,0,low
I would like to check the early termination fees,would like check early termination fee,complaint,0,low
can you help me to see the early exit fees?,help see early exit fee,complaint,0,medium
I don't know how I can see the early termination penalties,dont know see early termination penalty,complaint,0,low
assistance checking the early termination fees,assistance checking early termination fee,complaint,0,low
need help to check the early exit charges,need help check early exit charge,complaint,0,medium
check the early termination fee,check early termination fee,complaint,0,low
I would like to see the termination fee,would like see termination fee,complaint,0,low
i dont know what i need to do to see the withdrawal fee,dont know need see withdrawal fee,complaint,0,low
what are the fees for canceling the contract?,fee canceling contract,complaint,0,low
I want assistance seeing the early exit charges,want assistance seeing early exit charge,complaint,0,low
how can I check the withdrawal charges?,check withdrawal charge,complaint,0,low
help me to see the early exit fee,help see early exit fee,complaint,0,medium
what is the early termination fee,early termination fee,complaint,0,low
i need help seeing the withdrawal charge,need help seeing withdrawal charge,complaint,0,medium
can you help me to see the early termination charges?,help see early termination charge,complaint,0,medium
where doi see the withdrawal penalties,doi see withdrawal penalty,complaint,0,low
"I have to see the early exit penalty, could you help me?",see early exit penalty could help,complaint,0,medium
where to see the early termination fee?,see early termination fee,complaint,0,low
need help to check the termination fee,need help check termination fee,complaint,0,medium
"I want to see the termination fee, help me",want see termination fee help,complaint,0,medium
I can't find the  termination charge,cant find termination charge,complaint,0,low
i want assistance checking the termination penalties,want assistance checking termination penalty,complaint,0,low
is it possible to check the withdrawal charge?,possible check withdrawal charge,complaint,0,low
seeing cancellation fees,seeing cancellation fee,complaint,0,low
I wantto see the termination charge,wantto see termination charge,complaint,0,low
I do not know what to do to see the early exit charge,know see early exit charge,complaint,0,low
where can I see the early termination fees?,see early termination fee,complaint,0,low
where can I check the termination fees?,check termination fee,complaint,0,low
I do not know what I need to do to see the early exit charge,know need see early exit charge,complaint,0,low
i do not know what to do to check the cancellation fees,know check cancellation fee,complaint,0,low
I don't know what I need to do to check the early exit fee,dont know need check early exit fee,complaint,0,low
help me to check the withdrawal fees,help check withdrawal fee,complaint,0,medium
how do I see the early exit fee?,see early exit fee,complaint,0,low
can ushow me the cancellation fees,ushow cancellation fee,complaint,0,low
I do not know how to check the cancellation charge,know check cancellation charge,complaint,0,low
see early exit penalty,see early exit penalty,complaint,0,low
I want help to check the cancellation penalty,want help check cancellation penalty,complaint,0,medium
i need assistance checking the withdrawal charges,need assistance checking withdrawal charge,complaint,0,low
I have to see the early termination charge,see early termination charge,complaint,0,low
where to see the damn termination charges?,see damn termination charge,complaint,0,low
can you help me check the termination charge?,help check termination charge,complaint,0,medium
can ya help me checking the withrawal fee,ya help checking withrawal fee,complaint,0,medium
I need assistance to see the early termination charges,need assistance see early termination charge,complaint,0,low
need assistance seeing the cancellation penalty,need assistance seeing cancellation penalty,complaint,0,low
are there cancellation penalties,cancellation penalty,complaint,0,low
help me to see the termination chrages,help see termination chrages,complaint,0,medium
I do not know how to check the cancellation  penalties,know check cancellation penalty,complaint,0,low
can ya help me check the early termination penalty,ya help check early termination penalty,complaint,0,medium
I do not know what to do to see the cancellation charges,know see cancellation charge,complaint,0,low
"I have to see the early exit fee, I need help",see early exit fee need help,complaint,0,medium
I need to cyeck the withdrawal fee,need cyeck withdrawal fee,complaint,0,low
I need assistance to check the termination charges,need assistance check termination charge,complaint,0,low
help me to check the early exit charge,help check early exit charge,complaint,0,medium
show me the early exit penalty,show early exit penalty,complaint,0,low
I am trying to check the damn withdrawal penalty,trying check damn withdrawal penalty,complaint,0,low
"I nede to see the early exit fees, how can I do it?",nede see early exit fee,complaint,0,low
I have got to see the cancellation penalty,got see cancellation penalty,complaint,0,low
help me checking the withdrawal fee,help checking withdrawal fee,complaint,0,medium
I need help to see the termination fee,need help see termination fee,complaint,0,medium
I don't know how I could see the cancellation penalties,dont know could see cancellation penalty,complaint,0,low
I don't know how to check the damn termination penalty,dont know check damn termination penalty,complaint,0,low
help me to see the cancellation fee,help see cancellation fee,complaint,0,medium
